SISAIRE;;;;;;;;;;;;;;;;;
SABANA DE INFORMACIÓN DE SISAIRE;;;;;;;;;;;;;;;;;
Fecha de procesamiento :23/05/2026, 11:09:37 AM;;;;;;;;;;;;;;;;;
SECCION CONSULTA DE MEDICIONES;;;;;;;;;;;;;;;;;
REPORTE GENERADO ENTRE 2014-01-01 - 2026-03-31;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Estacion;Fecha inicial;Fecha final;PM2.5;;;;;;;;;;;;;;
KENNEDY;2025-03-01;;24.99166667;;;;;;;;;;;;;;
KENNEDY;2025-02-28;;28.09130435;;;;;;;;;;;;;;
KENNEDY;2025-02-27;;30.46666667;;;;;;;;;;;;;;
KENNEDY;2025-02-26;;28.73333333;;;;;;;;;;;;;;
KENNEDY;2025-02-25;;25.67083333;;;;;;;;;;;;;;
KENNEDY;2025-02-24;;19.13333333;;;;;;;;;;;;;;
KENNEDY;2025-02-23;;16.57916667;;;;;;;;;;;;;;
KENNEDY;2025-02-22;;23.02083333;;;;;;;;;;;;;;
KENNEDY;2025-02-21;;20.59583333;;;;;;;;;;;;;;
KENNEDY;2025-02-20;;27.30833333;;;;;;;;;;;;;;
KENNEDY;2025-02-19;;29.77916667;;;;;;;;;;;;;;
KENNEDY;2025-02-18;;26.175;;;;;;;;;;;;;;
KENNEDY;2025-02-17;;42.83076923;;;;;;;;;;;;;;
KENNEDY;2025-02-14;;24.19;;;;;;;;;;;;;;
KENNEDY;2025-02-13;;16.47;;;;;;;;;;;;;;
KENNEDY;2025-02-12;;19.81666667;;;;;;;;;;;;;;
KENNEDY;2025-02-11;;16.205;;;;;;;;;;;;;;
KENNEDY;2025-02-10;;19.10833333;;;;;;;;;;;;;;
KENNEDY;2025-02-09;;16.04583333;;;;;;;;;;;;;;
KENNEDY;2025-02-08;;20.55;;;;;;;;;;;;;;
KENNEDY;2025-02-07;;28.02083333;;;;;;;;;;;;;;
KENNEDY;2025-02-06;;21.38333333;;;;;;;;;;;;;;
KENNEDY;2025-02-05;;28.29583333;;;;;;;;;;;;;;
KENNEDY;2025-02-04;;28.44285714;;;;;;;;;;;;;;
KENNEDY;2025-02-03;;27.275;;;;;;;;;;;;;;
KENNEDY;2025-02-02;;25.62608696;;;;;;;;;;;;;;
KENNEDY;2025-02-01;;14.6125;;;;;;;;;;;;;;
KENNEDY;2025-01-31;;12.25217391;;;;;;;;;;;;;;
KENNEDY;2025-01-30;;19.6;;;;;;;;;;;;;;
KENNEDY;2025-01-18;;17.09166667;;;;;;;;;;;;;;
KENNEDY;2025-01-17;;23.175;;;;;;;;;;;;;;
KENNEDY;2025-01-16;;19.78333333;;;;;;;;;;;;;;
KENNEDY;2025-01-15;;32.59583333;;;;;;;;;;;;;;
KENNEDY;2025-01-14;;26.84583333;;;;;;;;;;;;;;
KENNEDY;2025-01-13;;25.225;;;;;;;;;;;;;;
KENNEDY;2025-01-12;;19.65416667;;;;;;;;;;;;;;
KENNEDY;2025-01-11;;27.525;;;;;;;;;;;;;;
KENNEDY;2025-01-10;;20.09583333;;;;;;;;;;;;;;
KENNEDY;2025-01-09;;14.625;;;;;;;;;;;;;;
KENNEDY;2025-01-08;;15.50416667;;;;;;;;;;;;;;
KENNEDY;2025-01-07;;16.67916667;;;;;;;;;;;;;;
KENNEDY;2025-01-06;;7.84166667;;;;;;;;;;;;;;
KENNEDY;2025-01-05;;12.32083333;;;;;;;;;;;;;;
KENNEDY;2025-01-04;;17.89166667;;;;;;;;;;;;;;
KENNEDY;2025-01-03;;15.375;;;;;;;;;;;;;;
KENNEDY;2025-01-02;;15.675;;;;;;;;;;;;;;
KENNEDY;2025-01-01;;50.62083333;;;;;;;;;;;;;;
KENNEDY;2024-12-31;;17.29565217;;;;;;;;;;;;;;
KENNEDY;2024-12-30;;12.36666667;;;;;;;;;;;;;;
KENNEDY;2024-12-29;;14.525;;;;;;;;;;;;;;
KENNEDY;2024-12-28;;15.1625;;;;;;;;;;;;;;
KENNEDY;2024-12-27;;23.7;;;;;;;;;;;;;;
KENNEDY;2024-12-26;;20.69166667;;;;;;;;;;;;;;
KENNEDY;2024-12-25;;26.97916667;;;;;;;;;;;;;;
KENNEDY;2024-12-24;;30.25;;;;;;;;;;;;;;
KENNEDY;2024-12-23;;14.6125;;;;;;;;;;;;;;
KENNEDY;2024-12-22;;19.60833333;;;;;;;;;;;;;;
KENNEDY;2024-12-21;;27.1125;;;;;;;;;;;;;;
KENNEDY;2024-12-20;;37.3875;;;;;;;;;;;;;;
KENNEDY;2024-12-19;;19.8375;;;;;;;;;;;;;;
KENNEDY;2024-12-18;;13.38333333;;;;;;;;;;;;;;
KENNEDY;2024-12-17;;26.32173913;;;;;;;;;;;;;;
KENNEDY;2024-12-16;;23.5625;;;;;;;;;;;;;;
KENNEDY;2024-12-15;;32.0375;;;;;;;;;;;;;;
KENNEDY;2024-12-14;;32.65416667;;;;;;;;;;;;;;
KENNEDY;2024-12-13;;29.93333333;;;;;;;;;;;;;;
KENNEDY;2024-12-12;;32.22083333;;;;;;;;;;;;;;
KENNEDY;2024-12-11;;41.66666667;;;;;;;;;;;;;;
KENNEDY;2024-12-10;;23.785;;;;;;;;;;;;;;
KENNEDY;2024-12-09;;29.2625;;;;;;;;;;;;;;
KENNEDY;2024-12-08;;45.55416667;;;;;;;;;;;;;;
KENNEDY;2024-12-07;;35.20833333;;;;;;;;;;;;;;
KENNEDY;2024-12-06;;36.925;;;;;;;;;;;;;;
KENNEDY;2024-12-05;;34.4;;;;;;;;;;;;;;
KENNEDY;2024-12-04;;29.14090909;;;;;;;;;;;;;;
KENNEDY;2024-12-03;;36.35454545;;;;;;;;;;;;;;
KENNEDY;2024-12-02;;29.34583333;;;;;;;;;;;;;;
KENNEDY;2024-12-01;;17.00833333;;;;;;;;;;;;;;
KENNEDY;2024-11-30;;23.63043478;;;;;;;;;;;;;;
KENNEDY;2024-11-29;;17.02916667;;;;;;;;;;;;;;
KENNEDY;2024-11-28;;23.1875;;;;;;;;;;;;;;
KENNEDY;2024-11-27;;45.54166667;;;;;;;;;;;;;;
KENNEDY;2024-11-26;;46.46875;;;;;;;;;;;;;;
KENNEDY;2024-11-25;;20.77083333;;;;;;;;;;;;;;
KENNEDY;2024-11-24;;15.1125;;;;;;;;;;;;;;
KENNEDY;2024-11-23;;18.70416667;;;;;;;;;;;;;;
KENNEDY;2024-11-22;;31.4375;;;;;;;;;;;;;;
KENNEDY;2024-11-21;;22.75833333;;;;;;;;;;;;;;
KENNEDY;2024-11-20;;33.8375;;;;;;;;;;;;;;
KENNEDY;2024-11-19;;21.52916667;;;;;;;;;;;;;;
KENNEDY;2024-11-18;;27.6;;;;;;;;;;;;;;
KENNEDY;2024-11-17;;17.3875;;;;;;;;;;;;;;
KENNEDY;2024-11-16;;19.5375;;;;;;;;;;;;;;
KENNEDY;2024-11-15;;27.475;;;;;;;;;;;;;;
KENNEDY;2024-11-14;;18.62916667;;;;;;;;;;;;;;
KENNEDY;2024-11-13;;11.94166667;;;;;;;;;;;;;;
KENNEDY;2024-11-12;;19.21666667;;;;;;;;;;;;;;
KENNEDY;2024-11-11;;22.7875;;;;;;;;;;;;;;
KENNEDY;2024-11-10;;15.86666667;;;;;;;;;;;;;;
KENNEDY;2024-11-09;;15.6375;;;;;;;;;;;;;;
KENNEDY;2024-11-08;;26.76666667;;;;;;;;;;;;;;
KENNEDY;2024-11-07;;27.45416667;;;;;;;;;;;;;;
KENNEDY;2024-11-06;;25.94166667;;;;;;;;;;;;;;
KENNEDY;2024-11-05;;32.10833333;;;;;;;;;;;;;;
KENNEDY;2024-11-04;;14.025;;;;;;;;;;;;;;
KENNEDY;2024-11-03;;21.6;;;;;;;;;;;;;;
KENNEDY;2024-11-02;;24.20416667;;;;;;;;;;;;;;
KENNEDY;2024-11-01;;24.9;;;;;;;;;;;;;;
KENNEDY;2024-10-31;;30.36521739;;;;;;;;;;;;;;
KENNEDY;2024-10-30;;14.62916667;;;;;;;;;;;;;;
KENNEDY;2024-10-29;;17.74583333;;;;;;;;;;;;;;
KENNEDY;2024-10-28;;16.41052632;;;;;;;;;;;;;;
KENNEDY;2024-10-27;;12.49166667;;;;;;;;;;;;;;
KENNEDY;2024-10-26;;18.79166667;;;;;;;;;;;;;;
KENNEDY;2024-10-25;;21.10833333;;;;;;;;;;;;;;
KENNEDY;2024-10-24;;25.22083333;;;;;;;;;;;;;;
KENNEDY;2024-10-23;;24.79130435;;;;;;;;;;;;;;
KENNEDY;2024-10-22;;29.92916667;;;;;;;;;;;;;;
KENNEDY;2024-10-21;;29.23181818;;;;;;;;;;;;;;
KENNEDY;2024-10-20;;15.25833333;;;;;;;;;;;;;;
KENNEDY;2024-10-19;;20.1625;;;;;;;;;;;;;;
KENNEDY;2024-10-18;;26.86086957;;;;;;;;;;;;;;
KENNEDY;2024-10-17;;19.05454545;;;;;;;;;;;;;;
KENNEDY;2024-10-16;;15.6375;;;;;;;;;;;;;;
KENNEDY;2024-10-15;;13.43333333;;;;;;;;;;;;;;
KENNEDY;2024-10-14;;8.96666667;;;;;;;;;;;;;;
KENNEDY;2024-10-13;;6.98333333;;;;;;;;;;;;;;
KENNEDY;2024-10-12;;15.00416667;;;;;;;;;;;;;;
KENNEDY;2024-10-11;;21.93636364;;;;;;;;;;;;;;
KENNEDY;2024-10-10;;15.42173913;;;;;;;;;;;;;;
KENNEDY;2024-10-09;;21.70416667;;;;;;;;;;;;;;
KENNEDY;2024-10-08;;19.51818182;;;;;;;;;;;;;;
KENNEDY;2024-10-07;;19.68333333;;;;;;;;;;;;;;
KENNEDY;2024-10-06;;14.54166667;;;;;;;;;;;;;;
KENNEDY;2024-10-05;;17.94166667;;;;;;;;;;;;;;
KENNEDY;2024-10-04;;29.43636364;;;;;;;;;;;;;;
KENNEDY;2024-10-03;;41.1;;;;;;;;;;;;;;
KENNEDY;2024-10-02;;39.80555556;;;;;;;;;;;;;;
KENNEDY;2024-10-01;;30.47826087;;;;;;;;;;;;;;
KENNEDY;2024-09-30;;29.26363636;;;;;;;;;;;;;;
KENNEDY;2024-09-29;;17.55833333;;;;;;;;;;;;;;
KENNEDY;2024-09-28;;20.34583333;;;;;;;;;;;;;;
KENNEDY;2024-09-27;;30.45833333;;;;;;;;;;;;;;
KENNEDY;2024-09-26;;18.925;;;;;;;;;;;;;;
KENNEDY;2024-09-25;;17.64166667;;;;;;;;;;;;;;
KENNEDY;2024-09-24;;16.51363636;;;;;;;;;;;;;;
KENNEDY;2024-09-23;;8.63333333;;;;;;;;;;;;;;
KENNEDY;2024-09-22;;11.16363636;;;;;;;;;;;;;;
KENNEDY;2024-09-21;;14.99166667;;;;;;;;;;;;;;
KENNEDY;2024-09-20;;17.41428571;;;;;;;;;;;;;;
KENNEDY;2024-09-19;;11.7;;;;;;;;;;;;;;
KENNEDY;2024-09-18;;11.48333333;;;;;;;;;;;;;;
KENNEDY;2024-09-17;;13.64545455;;;;;;;;;;;;;;
KENNEDY;2024-09-16;;11.20833333;;;;;;;;;;;;;;
KENNEDY;2024-09-15;;11.52916667;;;;;;;;;;;;;;
KENNEDY;2024-09-14;;14.2125;;;;;;;;;;;;;;
KENNEDY;2024-09-13;;16.9;;;;;;;;;;;;;;
KENNEDY;2024-09-12;;18.46666667;;;;;;;;;;;;;;
KENNEDY;2024-09-11;;22.12916667;;;;;;;;;;;;;;
KENNEDY;2024-09-10;;40.03636364;;;;;;;;;;;;;;
KENNEDY;2024-08-21;;13.7;;;;;;;;;;;;;;
KENNEDY;2024-08-20;;6.72777778;;;;;;;;;;;;;;
KENNEDY;2024-08-19;;9.71666667;;;;;;;;;;;;;;
KENNEDY;2024-08-18;;7.2;;;;;;;;;;;;;;
KENNEDY;2024-08-17;;12.87083333;;;;;;;;;;;;;;
KENNEDY;2024-08-16;;9.66666667;;;;;;;;;;;;;;
KENNEDY;2024-08-15;;12.0875;;;;;;;;;;;;;;
KENNEDY;2024-08-14;;13.93333333;;;;;;;;;;;;;;
KENNEDY;2024-08-13;;9.0125;;;;;;;;;;;;;;
KENNEDY;2024-08-12;;11.875;;;;;;;;;;;;;;
KENNEDY;2024-08-11;;7.54166667;;;;;;;;;;;;;;
KENNEDY;2024-08-10;;9.03333333;;;;;;;;;;;;;;
KENNEDY;2024-08-09;;16.7875;;;;;;;;;;;;;;
KENNEDY;2024-08-08;;23.0875;;;;;;;;;;;;;;
KENNEDY;2024-08-07;;16.42083333;;;;;;;;;;;;;;
KENNEDY;2024-08-06;;13.525;;;;;;;;;;;;;;
KENNEDY;2024-08-05;;11.2125;;;;;;;;;;;;;;
KENNEDY;2024-08-04;;15.22083333;;;;;;;;;;;;;;
KENNEDY;2024-08-03;;15.92916667;;;;;;;;;;;;;;
KENNEDY;2024-08-02;;11.92916667;;;;;;;;;;;;;;
KENNEDY;2024-08-01;;8.14583333;;;;;;;;;;;;;;
KENNEDY;2024-07-31;;6.56956522;;;;;;;;;;;;;;
KENNEDY;2024-07-30;;7.95416667;;;;;;;;;;;;;;
KENNEDY;2024-07-29;;5.97916667;;;;;;;;;;;;;;
KENNEDY;2024-07-28;;5.96666667;;;;;;;;;;;;;;
KENNEDY;2024-07-27;;8.55;;;;;;;;;;;;;;
KENNEDY;2024-07-26;;13.02916667;;;;;;;;;;;;;;
KENNEDY;2024-07-25;;6.71666667;;;;;;;;;;;;;;
KENNEDY;2024-07-24;;10.91666667;;;;;;;;;;;;;;
KENNEDY;2024-07-23;;7.61666667;;;;;;;;;;;;;;
KENNEDY;2024-07-22;;4.77083333;;;;;;;;;;;;;;
KENNEDY;2024-07-21;;4.50416667;;;;;;;;;;;;;;
KENNEDY;2024-07-20;;8.42916667;;;;;;;;;;;;;;
KENNEDY;2024-07-19;;6.20833333;;;;;;;;;;;;;;
KENNEDY;2024-07-18;;9.25833333;;;;;;;;;;;;;;
KENNEDY;2024-07-17;;8.525;;;;;;;;;;;;;;
KENNEDY;2024-07-16;;7.88333333;;;;;;;;;;;;;;
KENNEDY;2024-07-15;;4.01666667;;;;;;;;;;;;;;
KENNEDY;2024-07-14;;5.84583333;;;;;;;;;;;;;;
KENNEDY;2024-07-13;;8.78333333;;;;;;;;;;;;;;
KENNEDY;2024-07-12;;22.44166667;;;;;;;;;;;;;;
KENNEDY;2024-07-11;;20.3;;;;;;;;;;;;;;
KENNEDY;2024-07-10;;9.45416667;;;;;;;;;;;;;;
KENNEDY;2024-07-09;;8.60952381;;;;;;;;;;;;;;
KENNEDY;2024-07-08;;6.06666667;;;;;;;;;;;;;;
KENNEDY;2024-07-07;;6.00833333;;;;;;;;;;;;;;
KENNEDY;2024-07-06;;11.12173913;;;;;;;;;;;;;;
KENNEDY;2024-07-05;;11.45833333;;;;;;;;;;;;;;
KENNEDY;2024-07-04;;14.9047619;;;;;;;;;;;;;;
KENNEDY;2024-07-03;;11.025;;;;;;;;;;;;;;
KENNEDY;2024-07-02;;5.07083333;;;;;;;;;;;;;;
KENNEDY;2024-07-01;;9.94583333;;;;;;;;;;;;;;
KENNEDY;2024-06-30;;11.48695652;;;;;;;;;;;;;;
KENNEDY;2024-06-29;;14.38333333;;;;;;;;;;;;;;
KENNEDY;2024-06-28;;13.75833333;;;;;;;;;;;;;;
KENNEDY;2024-06-27;;14.07916667;;;;;;;;;;;;;;
KENNEDY;2024-06-26;;7.84583333;;;;;;;;;;;;;;
KENNEDY;2024-06-25;;8.84583333;;;;;;;;;;;;;;
KENNEDY;2024-06-24;;9.96666667;;;;;;;;;;;;;;
KENNEDY;2024-06-23;;9.5625;;;;;;;;;;;;;;
KENNEDY;2024-06-22;;16.64583333;;;;;;;;;;;;;;
KENNEDY;2024-06-21;;12.18695652;;;;;;;;;;;;;;
KENNEDY;2024-06-20;;12.5125;;;;;;;;;;;;;;
KENNEDY;2024-06-19;;13.91666667;;;;;;;;;;;;;;
KENNEDY;2024-06-18;;19.75;;;;;;;;;;;;;;
KENNEDY;2024-06-17;;11.0125;;;;;;;;;;;;;;
KENNEDY;2024-06-16;;5.55833333;;;;;;;;;;;;;;
KENNEDY;2024-06-15;;13.2375;;;;;;;;;;;;;;
KENNEDY;2024-06-14;;24.85416667;;;;;;;;;;;;;;
KENNEDY;2024-06-13;;18.60833333;;;;;;;;;;;;;;
KENNEDY;2024-06-12;;11.7;;;;;;;;;;;;;;
KENNEDY;2024-06-11;;11.11666667;;;;;;;;;;;;;;
KENNEDY;2024-06-10;;11.3;;;;;;;;;;;;;;
KENNEDY;2024-06-09;;7.20416667;;;;;;;;;;;;;;
KENNEDY;2024-06-08;;8.50416667;;;;;;;;;;;;;;
KENNEDY;2024-06-07;;17.175;;;;;;;;;;;;;;
KENNEDY;2024-06-06;;12.67083333;;;;;;;;;;;;;;
KENNEDY;2024-06-05;;8.85833333;;;;;;;;;;;;;;
KENNEDY;2024-06-04;;5.30833333;;;;;;;;;;;;;;
KENNEDY;2024-06-03;;6.1;;;;;;;;;;;;;;
KENNEDY;2024-06-02;;7.30833333;;;;;;;;;;;;;;
KENNEDY;2024-06-01;;7.9125;;;;;;;;;;;;;;
KENNEDY;2024-05-31;;11.53478261;;;;;;;;;;;;;;
KENNEDY;2024-05-30;;13.22916667;;;;;;;;;;;;;;
KENNEDY;2024-05-29;;10.875;;;;;;;;;;;;;;
KENNEDY;2024-05-28;;11.74583333;;;;;;;;;;;;;;
KENNEDY;2024-05-27;;5.63636364;;;;;;;;;;;;;;
KENNEDY;2024-05-26;;8.49166667;;;;;;;;;;;;;;
KENNEDY;2024-05-25;;19.64166667;;;;;;;;;;;;;;
KENNEDY;2024-05-24;;20.0125;;;;;;;;;;;;;;
KENNEDY;2024-05-23;;12.19166667;;;;;;;;;;;;;;
KENNEDY;2024-05-22;;7.07083333;;;;;;;;;;;;;;
KENNEDY;2024-05-21;;10.44545455;;;;;;;;;;;;;;
KENNEDY;2024-05-20;;7.975;;;;;;;;;;;;;;
KENNEDY;2024-05-19;;8.06666667;;;;;;;;;;;;;;
KENNEDY;2024-05-18;;17.28333333;;;;;;;;;;;;;;
KENNEDY;2024-05-17;;13.125;;;;;;;;;;;;;;
KENNEDY;2024-05-16;;12.73333333;;;;;;;;;;;;;;
KENNEDY;2024-05-15;;16.0125;;;;;;;;;;;;;;
KENNEDY;2024-05-14;;10.59166667;;;;;;;;;;;;;;
KENNEDY;2024-05-13;;5.64583333;;;;;;;;;;;;;;
KENNEDY;2024-05-12;;14.4875;;;;;;;;;;;;;;
KENNEDY;2024-05-11;;15.68333333;;;;;;;;;;;;;;
KENNEDY;2024-05-10;;9.15833333;;;;;;;;;;;;;;
KENNEDY;2024-05-09;;17.17916667;;;;;;;;;;;;;;
KENNEDY;2024-05-08;;16.2;;;;;;;;;;;;;;
KENNEDY;2024-05-07;;12.59166667;;;;;;;;;;;;;;
KENNEDY;2024-05-06;;8.34583333;;;;;;;;;;;;;;
KENNEDY;2024-05-05;;7.8375;;;;;;;;;;;;;;
KENNEDY;2024-05-04;;17.325;;;;;;;;;;;;;;
KENNEDY;2024-05-03;;16.48333333;;;;;;;;;;;;;;
KENNEDY;2024-05-02;;20.725;;;;;;;;;;;;;;
KENNEDY;2024-05-01;;9.35;;;;;;;;;;;;;;
KENNEDY;2024-04-30;;21.28695652;;;;;;;;;;;;;;
KENNEDY;2024-04-29;;21.08695652;;;;;;;;;;;;;;
KENNEDY;2024-04-28;;9.55416667;;;;;;;;;;;;;;
KENNEDY;2024-04-27;;16.37083333;;;;;;;;;;;;;;
KENNEDY;2024-04-26;;21.35833333;;;;;;;;;;;;;;
KENNEDY;2024-04-25;;20.87826087;;;;;;;;;;;;;;
KENNEDY;2024-04-24;;16.86086957;;;;;;;;;;;;;;
KENNEDY;2024-04-23;;24.63478261;;;;;;;;;;;;;;
KENNEDY;2024-04-22;;17.17727273;;;;;;;;;;;;;;
KENNEDY;2024-04-21;;13.07916667;;;;;;;;;;;;;;
KENNEDY;2024-04-20;;28.07083333;;;;;;;;;;;;;;
KENNEDY;2024-04-19;;16.5375;;;;;;;;;;;;;;
KENNEDY;2024-04-18;;32.97142857;;;;;;;;;;;;;;
KENNEDY;2024-04-17;;32.375;;;;;;;;;;;;;;
KENNEDY;2024-04-16;;34.93333333;;;;;;;;;;;;;;
KENNEDY;2024-04-15;;38.81904762;;;;;;;;;;;;;;
KENNEDY;2024-04-14;;31.43333333;;;;;;;;;;;;;;
KENNEDY;2024-04-13;;37.85833333;;;;;;;;;;;;;;
KENNEDY;2024-04-12;;30.15833333;;;;;;;;;;;;;;
KENNEDY;2024-04-11;;35.15416667;;;;;;;;;;;;;;
KENNEDY;2024-04-10;;30.825;;;;;;;;;;;;;;
KENNEDY;2024-04-09;;27.95833333;;;;;;;;;;;;;;
KENNEDY;2024-04-08;;18.625;;;;;;;;;;;;;;
KENNEDY;2024-04-07;;17.44583333;;;;;;;;;;;;;;
KENNEDY;2024-04-06;;14.22083333;;;;;;;;;;;;;;
KENNEDY;2024-04-05;;14.02083333;;;;;;;;;;;;;;
KENNEDY;2024-04-04;;22.27727273;;;;;;;;;;;;;;
KENNEDY;2024-04-03;;27.275;;;;;;;;;;;;;;
KENNEDY;2024-04-02;;27.30416667;;;;;;;;;;;;;;
KENNEDY;2024-04-01;;26.975;;;;;;;;;;;;;;
KENNEDY;2024-03-31;;30.26086957;;;;;;;;;;;;;;
KENNEDY;2024-03-30;;30.69166667;;;;;;;;;;;;;;
KENNEDY;2024-03-29;;28.7;;;;;;;;;;;;;;
KENNEDY;2024-03-28;;29.59583333;;;;;;;;;;;;;;
KENNEDY;2024-03-27;;24.325;;;;;;;;;;;;;;
KENNEDY;2024-03-26;;21.99583333;;;;;;;;;;;;;;
KENNEDY;2024-03-25;;23.0875;;;;;;;;;;;;;;
KENNEDY;2024-03-24;;32.1625;;;;;;;;;;;;;;
KENNEDY;2024-03-23;;45.68333333;;;;;;;;;;;;;;
KENNEDY;2024-03-22;;42.14166667;;;;;;;;;;;;;;
KENNEDY;2024-03-21;;36.2875;;;;;;;;;;;;;;
KENNEDY;2024-03-20;;35.125;;;;;;;;;;;;;;
KENNEDY;2024-03-19;;21.27916667;;;;;;;;;;;;;;
KENNEDY;2024-03-18;;24.57916667;;;;;;;;;;;;;;
KENNEDY;2024-03-17;;22.94583333;;;;;;;;;;;;;;
KENNEDY;2024-03-16;;28.25833333;;;;;;;;;;;;;;
KENNEDY;2024-03-15;;28.1375;;;;;;;;;;;;;;
KENNEDY;2024-03-14;;25.53333333;;;;;;;;;;;;;;
KENNEDY;2024-03-13;;25.25;;;;;;;;;;;;;;
KENNEDY;2024-03-12;;27.49166667;;;;;;;;;;;;;;
KENNEDY;2024-03-11;;22.60416667;;;;;;;;;;;;;;
KENNEDY;2024-03-10;;16.8875;;;;;;;;;;;;;;
KENNEDY;2024-03-09;;22.45;;;;;;;;;;;;;;
KENNEDY;2024-03-08;;31.06666667;;;;;;;;;;;;;;
KENNEDY;2024-03-07;;34.32916667;;;;;;;;;;;;;;
KENNEDY;2024-03-06;;36.80909091;;;;;;;;;;;;;;
KENNEDY;2024-03-05;;29.40833333;;;;;;;;;;;;;;
KENNEDY;2024-03-04;;28.42083333;;;;;;;;;;;;;;
KENNEDY;2024-03-03;;26.38333333;;;;;;;;;;;;;;
KENNEDY;2024-03-02;;35.31666667;;;;;;;;;;;;;;
KENNEDY;2024-03-01;;28.4875;;;;;;;;;;;;;;
KENNEDY;2024-02-29;;30.89565217;;;;;;;;;;;;;;
KENNEDY;2024-02-28;;30.7375;;;;;;;;;;;;;;
KENNEDY;2024-02-27;;33.18333333;;;;;;;;;;;;;;
KENNEDY;2024-02-26;;28.67083333;;;;;;;;;;;;;;
KENNEDY;2024-02-25;;19.2375;;;;;;;;;;;;;;
KENNEDY;2024-02-24;;22.1875;;;;;;;;;;;;;;
KENNEDY;2024-02-23;;20.56521739;;;;;;;;;;;;;;
KENNEDY;2024-02-22;;12.17083333;;;;;;;;;;;;;;
KENNEDY;2024-02-21;;21.83333333;;;;;;;;;;;;;;
KENNEDY;2024-02-20;;25.70833333;;;;;;;;;;;;;;
KENNEDY;2024-02-19;;25.35416667;;;;;;;;;;;;;;
KENNEDY;2024-02-18;;19.4875;;;;;;;;;;;;;;
KENNEDY;2024-02-17;;8.97083333;;;;;;;;;;;;;;
KENNEDY;2024-02-16;;18.55;;;;;;;;;;;;;;
KENNEDY;2024-02-15;;16.79583333;;;;;;;;;;;;;;
KENNEDY;2024-02-14;;14.4125;;;;;;;;;;;;;;
KENNEDY;2024-02-13;;28.40833333;;;;;;;;;;;;;;
KENNEDY;2024-02-12;;24.06666667;;;;;;;;;;;;;;
KENNEDY;2024-02-11;;11.84583333;;;;;;;;;;;;;;
KENNEDY;2024-02-10;;11.02916667;;;;;;;;;;;;;;
KENNEDY;2024-02-09;;16.95833333;;;;;;;;;;;;;;
KENNEDY;2024-02-08;;23.9125;;;;;;;;;;;;;;
KENNEDY;2024-02-07;;14.7625;;;;;;;;;;;;;;
KENNEDY;2024-02-06;;22.19583333;;;;;;;;;;;;;;
KENNEDY;2024-02-05;;14.19565217;;;;;;;;;;;;;;
KENNEDY;2024-02-04;;19.0375;;;;;;;;;;;;;;
KENNEDY;2024-02-03;;17.375;;;;;;;;;;;;;;
KENNEDY;2024-02-02;;21.0375;;;;;;;;;;;;;;
KENNEDY;2024-02-01;;28.075;;;;;;;;;;;;;;
KENNEDY;2024-01-31;;36.00434783;;;;;;;;;;;;;;
KENNEDY;2024-01-30;;34.23333333;;;;;;;;;;;;;;
KENNEDY;2024-01-29;;25.99090909;;;;;;;;;;;;;;
KENNEDY;2024-01-28;;36.125;;;;;;;;;;;;;;
KENNEDY;2024-01-27;;34.09583333;;;;;;;;;;;;;;
KENNEDY;2024-01-26;;35.97083333;;;;;;;;;;;;;;
KENNEDY;2024-01-25;;36.54583333;;;;;;;;;;;;;;
KENNEDY;2024-01-24;;26.1875;;;;;;;;;;;;;;
KENNEDY;2024-01-23;;17.03333333;;;;;;;;;;;;;;
KENNEDY;2024-01-22;;10.92916667;;;;;;;;;;;;;;
KENNEDY;2024-01-21;;11.07083333;;;;;;;;;;;;;;
KENNEDY;2024-01-20;;16.34583333;;;;;;;;;;;;;;
KENNEDY;2024-01-19;;16.675;;;;;;;;;;;;;;
KENNEDY;2024-01-18;;18.375;;;;;;;;;;;;;;
KENNEDY;2024-01-17;;17.55416667;;;;;;;;;;;;;;
KENNEDY;2024-01-16;;16.33333333;;;;;;;;;;;;;;
KENNEDY;2024-01-15;;16.25714286;;;;;;;;;;;;;;
KENNEDY;2024-01-14;;25.12916667;;;;;;;;;;;;;;
KENNEDY;2024-01-13;;25.47916667;;;;;;;;;;;;;;
KENNEDY;2024-01-12;;28.04166667;;;;;;;;;;;;;;
KENNEDY;2024-01-11;;32.91428571;;;;;;;;;;;;;;
KENNEDY;2024-01-09;;18.85;;;;;;;;;;;;;;
KENNEDY;2024-01-08;;11.9125;;;;;;;;;;;;;;
KENNEDY;2024-01-07;;11.08333333;;;;;;;;;;;;;;
KENNEDY;2024-01-06;;14.84166667;;;;;;;;;;;;;;
KENNEDY;2024-01-05;;21.4625;;;;;;;;;;;;;;
KENNEDY;2024-01-04;;22.29583333;;;;;;;;;;;;;;
KENNEDY;2024-01-03;;18.425;;;;;;;;;;;;;;
KENNEDY;2024-01-02;;33.29;;;;;;;;;;;;;;
KENNEDY;2023-12-28;;23.6;;;;;;;;;;;;;;
KENNEDY;2023-12-27;;23.825;;;;;;;;;;;;;;
KENNEDY;2023-12-26;;21.00952381;;;;;;;;;;;;;;
KENNEDY;2023-12-25;;23.17083333;;;;;;;;;;;;;;
KENNEDY;2023-12-24;;23.12222222;;;;;;;;;;;;;;
